"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"1",0.190890219137052,0.283569338059934,0.145538130538194,0.759328574574077,0.868289404181767,0.914371057147878,0.918289643455857,0.935210555034724,0.939165305324603,0.941734274677409,0.945623482825723,0.948137718407132,0.950433121773859,0.952165695538518,0.954829135175013,0.956394046344773,0.957855647919894,0.959121287305424,0.960249154630572,0.960998341823248
"2",0.189179001559669,0.690720167206247,0.233926776894722,0.134941829741789,0.0907917046083013,0.0705606048964754,0.0544411390096786,0.0419595309724165,0.0339995244242528,0.0284066381520466,0.0247994712030299,0.0217902725682183,0.0195434291292421,0.0175037948661543,0.0158175921242847,0.014402957379075,0.0130309629597181,0.0119711153412684,0.0109730093948652,0.010114394188373
"3",0.798102112675574,0.826257573220406,0.847944095388416,0.865065891035885,0.880578769107267,0.897271880803607,0.903808075604108,0.907873336503292,0.912271098160704,0.91851080235486,0.922571900820752,0.925273778536195,0.928869344536232,0.932143527801642,0.934245694536975,0.936791175913699,0.938626706891565,0.940361465891845,0.942003373813248,0.943559555206582
"4",0.793311662015107,0.85376273607807,0.906556900629226,0.931171553358667,0.255411234586489,0.136640133757761,0.0900147955310806,0.0762818120942688,0.05774487250344,0.0459901154154077,0.038387084342795,0.0327989339303726,0.0282544088126547,0.024190401005049,0.0213841384190784,0.0195239223042934,0.0174313175037193,0.0157921392478409,0.0143402979013793,0.0131475556449381
"5",0.798102112675574,0.242291340279694,0.756878695390656,0.223792277623711,0.125813048070308,0.0825130900950817,0.061724979067177,0.0549423484510872,0.0457672879332742,0.0373218359066605,0.0330106513782493,0.0284159685680285,0.0246207919300345,0.0213971768345777,0.0190610285340511,0.0170173956169436,0.0151930399390743,0.0136896657642341,0.0125085266512331,0.0114318748594599
"6",0.59649362888188,0.665040466034237,0.729172505465631,0.767052990009082,0.802939874303493,0.835777850370475,0.853281112713041,0.871320109346215,0.882613784127667,0.891890287308419,0.898381319737479,0.904523148143045,0.908532092466932,0.91223155730713,0.91663144030785,0.920276236155353,0.923131819221383,0.926768557168527,0.929199237900112,0.931478711289564
"7",0.666149724017513,0.752955786907902,0.242497157553844,0.134991055360081,0.0920744458051733,0.071358631094135,0.0563796201491244,0.0533478322785255,0.0430379974476226,0.0396270589258109,0.0331353208392132,0.0310759009429863,0.0299222075292407,0.0254214449276179,0.0218306904937474,0.0192539909027913,0.0170040926557446,0.015324401550188,0.0139025482189555,0.0127265638010265
"8",0.624999999999999,0.687006014430858,0.725901234467248,0.756632846015856,0.791019562953438,0.809913631882068,0.82661474269459,0.844451235103213,0.855936373919993,0.818415493023552,0.831284170685783,0.846706083834366,0.862191966316871,0.870072535590201,0.879169135748987,0.886441569772638,0.893549688767217,0.899434960124178,0.903851866278052,0.907913668751733
"9",0.206688337984893,0.124559110129379,0.0816603712669556,0.0636785955194493,0.0500570290649956,0.040783345763295,0.0357356281792214,0.0317457946773748,0.0270835668927238,0.0236773724003846,0.0204893973722805,0.0179900263633419,0.0161164894248665,0.0146126773409619,0.0133801781045665,0.0121711518169517,0.0111948687552748,0.0103059767754302,0.00953582698149596,0.00886292916011494
"10",0.25,0.7,0.760915421277462,0.232599963858733,0.136704969616924,0.119508121919112,0.0830345115668185,0.0627119906611606,0.051204073673908,0.0405326901836628,0.0343999915666162,0.0291568725157934,0.0252934477966184,0.0217328575547208,0.0191232260995869,0.0168991443503479,0.0151889543877326,0.0138706098461781,0.012673834443853,0.0116504931161594
