"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"1",0.799757632228741,0.253120832319232,0.141229875087553,0.0953777707010663,0.0709525822885872,0.0549407323926325,0.0438895547515869,0.0359417890921615,0.030032461532195,0.0256564421194194,0.022301348499947,0.0196571307961256,0.0175259674470907,0.0157115411385005,0.0141604271089035,0.012862930739484,0.0117635710658411,0.0108216737614495,0.0100067916782268,0.0092957144153774
"2",0.205834223442709,0.120617147619044,0.0830443732950084,0.0623461434978209,0.0487441620215212,0.039679159488088,0.033252685688275,0.0284849529404296,0.0248224270816455,0.0219302733945338,0.019466777976987,0.0174600258968439,0.0157215072503258,0.0142708411817024,0.0129967160260871,0.0119129711347324,0.0109502503821366,0.0100947171864278,0.00935177217294418,0.00870132342050429
"3",0.303196592607141,0.174805088230153,0.121621258355239,0.0881750673663179,0.0666959797572385,0.0531804987198427,0.0439592599682159,0.037300596487444,0.0318480021100672,0.0276889526248446,0.024422293994986,0.0216099448284618,0.0192079137789732,0.0172469891831754,0.0155448507837866,0.0141222643981601,0.0128709718210796,0.0118053415534966,0.0108576407052143,0.0100146026421426
"4",0.770480045296175,0.853340485384573,0.880095432190043,0.898699180923341,0.909407747415193,0.916710890301615,0.922949159757719,0.928336207711636,0.932410441542589,0.935640121014385,0.938285828626969,0.940727426645857,0.942783024552561,0.944703932076783,0.946354874142684,0.947794649072035,0.949065420581335,0.950277146883917,0.95143378678177,0.95253895721728
"5",0.770480045296175,0.828848540078549,0.856515675438749,0.873511144035093,0.885259603275558,0.89397376399058,0.90150553159326,0.907415669100008,0.912680743411949,0.917398296400809,0.921264520639322,0.924796014913064,0.927767922874505,0.93031333894654,0.932690714715297,0.934915810317919,0.937002508407615,0.93896308146813,0.940808415350292,0.94242677909957
"6",0.395618307260129,0.518501585456963,0.618587872869175,0.692651374395018,0.740193908856604,0.772945450221135,0.796809106537085,0.816584987922043,0.83315673842291,0.847192477871409,0.858218176393723,0.867856960220266,0.876342391902615,0.883860721528548,0.890058377119909,0.895659671165521,0.900743621684851,0.905376316459165,0.909613374584506,0.913501883556434
"7",0.696803407392859,0.789294226526316,0.839756312549833,0.8710767837121,0.887742252580207,0.900684691790585,0.911007504123853,0.918071199033874,0.923319241847574,0.927950795009401,0.931597873937553,0.934901910479571,0.937605890528225,0.939873957375654,0.941813104457162,0.94363399321893,0.945217683074707,0.946612167229262,0.94793904737474,0.949203044065911
"8",0.696803407392859,0.789294226526316,0.839756312549833,0.864383234440856,0.882648478027418,0.894444254473938,0.902869963690608,0.909269785794131,0.914904154301644,0.919398339006683,0.923089740913947,0.926467865774964,0.92957012262058,0.932428295621291,0.934852709646178,0.936943277120776,0.938907381036805,0.940755945007631,0.942377064706549,0.943914029514533
"9",0.205834223442709,0.12374666364424,0.0865630841949562,0.0657254457491178,0.0516077945156327,0.0416424252736306,0.0346730111869556,0.0295548475737725,0.0254575107273641,0.0222779065785988,0.0196384245650757,0.0175107358483429,0.0156990106472841,0.0141971258771502,0.0128938368187518,0.0117594208845752,0.0107916005387312,0.00995742756056677,0.00923194928088343,0.00859594846235713
"10",0.205834223442709,0.120617147619044,0.0830443732950084,0.0623461434978209,0.0494078213087557,0.0406301881489708,0.0343229698219754,0.0292920456880858,0.025256215814527,0.0221193706876227,0.0196193059700048,0.0175853550968512,0.0159019734259191,0.0144883343376253,0.0132863140013699,0.0122531385520385,0.0113123226023082,0.0104608506554812,0.00969263991953678,0.00900038845575899
